     Bruto   AliqINSS   Val.INSS  Base I.R.     AliqIR     Val.IR    Liquido
   6240.00         14     683.20    5556.80      27.50     632.12    4924.68
   6241.00         14     683.34    5557.66      27.50     632.36    4925.30
   6241.00         14     683.34    5557.66      27.50     632.36    4925.30
   6241.00         14     683.34    5557.66      27.50     632.36    4925.30
   6242.00         14     683.48    5558.52      27.50     632.59    4925.93
   6243.00         14     683.62    5559.38      27.50     632.83    4926.55
   6243.00         14     683.62    5559.38      27.50     632.83    4926.55
   6244.00         14     683.76    5560.24      27.50     633.07    4927.17
   6245.00         14     683.90    5561.10      27.50     633.30    4927.80
   6246.00         14     684.04    5561.96      27.50     633.54    4928.42
   6247.00         14     684.18    5562.82      27.50     633.78    4929.04
   6247.00         14     684.18    5562.82      27.50     633.78    4929.04
   6249.00         14     684.46    5564.54      27.50     634.25    4930.29
   6251.00         14     684.74    5566.26      27.50     634.72    4931.54
   6252.00         14     684.88    5567.12      27.50     634.96    4932.16
   6252.00         14     684.88    5567.12      27.50     634.96    4932.16
   6254.00         14     685.16    5568.84      27.50     635.43    4933.41
   6255.00         14     685.30    5569.70      27.50     635.67    4934.03
   6256.00         14     685.44    5570.56      27.50     635.90    4934.66
   6256.00         14     685.44    5570.56      27.50     635.90    4934.66
   6257.00         14     685.58    5571.42      27.50     636.14    4935.28
   6260.00         14     686.00    5574.00      27.50     636.85    4937.15
   6262.00         14     686.28    5575.72      27.50     637.32    4938.40
   6263.00         14     686.42    5576.58      27.50     637.56    4939.02
   6263.00         14     686.42    5576.58      27.50     637.56    4939.02
   6264.00         14     686.56    5577.44      27.50     637.80    4939.64
   6264.00         14     686.56    5577.44      27.50     637.80    4939.64
   6268.00         14     687.12    5580.88      27.50     638.74    4942.14
   6268.00         14     687.12    5580.88      27.50     638.74    4942.14
   6268.00         14     687.12    5580.88      27.50     638.74    4942.14
   6269.00         14     687.26    5581.74      27.50     638.98    4942.76
   6271.00         14     687.54    5583.46      27.50     639.45    4944.01
   6271.00         14     687.54    5583.46      27.50     639.45    4944.01
   6273.00         14     687.82    5585.18      27.50     639.92    4945.26
   6275.00         14     688.10    5586.90      27.50     640.40    4946.50
   6277.00         14     688.38    5588.62      27.50     640.87    4947.75
   6279.00         14     688.66    5590.34      27.50     641.34    4949.00
   6279.00         14     688.66    5590.34      27.50     641.34    4949.00
   6279.00         14     688.66    5590.34      27.50     641.34    4949.00
   6281.00         14     688.94    5592.06      27.50     641.82    4950.24
   6281.00         14     688.94    5592.06      27.50     641.82    4950.24
   6282.00         14     689.08    5592.92      27.50     642.05    4950.87
   6283.00         14     689.22    5593.78      27.50     642.29    4951.49
   6284.00         14     689.36    5594.64      27.50     642.53    4952.11
   6285.00         14     689.50    5595.50      27.50     642.76    4952.74
   6291.00         14     690.34    5600.66      27.50     644.18    4956.48
   6291.00         14     690.34    5600.66      27.50     644.18    4956.48
   6293.00         14     690.62    5602.38      27.50     644.65    4957.73
   6293.00         14     690.62    5602.38      27.50     644.65    4957.73
   6293.00         14     690.62    5602.38      27.50     644.65    4957.73
   6294.00         14     690.76    5603.24      27.50     644.89    4958.35
   6295.00         14     690.90    5604.10      27.50     645.13    4958.97
   6295.00         14     690.90    5604.10      27.50     645.13    4958.97
   6296.00         14     691.04    5604.96      27.50     645.36    4959.60
   6297.00         14     691.18    5605.82      27.50     645.60    4960.22
   6297.00         14     691.18    5605.82      27.50     645.60    4960.22
   6297.00         14     691.18    5605.82      27.50     645.60    4960.22
   6300.00         14     691.60    5608.40      27.50     646.31    4962.09
   6300.00         14     691.60    5608.40      27.50     646.31    4962.09
   6302.00         14     691.88    5610.12      27.50     646.78    4963.34
   6303.00         14     692.02    5610.98      27.50     647.02    4963.96
   6304.00         14     692.16    5611.84      27.50     647.26    4964.58
   6305.00         14     692.30    5612.70      27.50     647.49    4965.21
   6307.00         14     692.58    5614.42      27.50     647.97    4966.45
   6309.00         14     692.86    5616.14      27.50     648.44    4967.70
   6311.00         14     693.14    5617.86      27.50     648.91    4968.95
   6311.00         14     693.14    5617.86      27.50     648.91    4968.95
   6311.00         14     693.14    5617.86      27.50     648.91    4968.95
   6311.00         14     693.14    5617.86      27.50     648.91    4968.95
   6311.00         14     693.14    5617.86      27.50     648.91    4968.95
   6312.00         14     693.28    5618.72      27.50     649.15    4969.57
   6312.00         14     693.28    5618.72      27.50     649.15    4969.57
   6314.00         14     693.56    5620.44      27.50     649.62    4970.82
   6314.00         14     693.56    5620.44      27.50     649.62    4970.82
   6315.00         14     693.70    5621.30      27.50     649.86    4971.44
   6316.00         14     693.84    5622.16      27.50     650.09    4972.07
   6316.00         14     693.84    5622.16      27.50     650.09    4972.07
   6317.00         14     693.98    5623.02      27.50     650.33    4972.69
   6320.00         14     694.40    5625.60      27.50     651.04    4974.56
   6321.00         14     694.54    5626.46      27.50     651.28    4975.18
   6321.00         14     694.54    5626.46      27.50     651.28    4975.18
   6321.00         14     694.54    5626.46      27.50     651.28    4975.18
   6322.00         14     694.68    5627.32      27.50     651.51    4975.81
   6323.00         14     694.82    5628.18      27.50     651.75    4976.43
   6323.00         14     694.82    5628.18      27.50     651.75    4976.43
   6323.00         14     694.82    5628.18      27.50     651.75    4976.43
   6324.00         14     694.96    5629.04      27.50     651.99    4977.05
   6325.00         14     695.10    5629.90      27.50     652.22    4977.68
   6325.00         14     695.10    5629.90      27.50     652.22    4977.68
   6325.00         14     695.10    5629.90      27.50     652.22    4977.68
   6325.00         14     695.10    5629.90      27.50     652.22    4977.68
   6325.00         14     695.10    5629.90      27.50     652.22    4977.68
   6327.00         14     695.38    5631.62      27.50     652.70    4978.92
   6328.00         14     695.52    5632.48      27.50     652.93    4979.55
   6328.00         14     695.52    5632.48      27.50     652.93    4979.55
   6329.00         14     695.66    5633.34      27.50     653.17    4980.17
   6330.00         14     695.80    5634.20      27.50     653.40    4980.80
   6330.00         14     695.80    5634.20      27.50     653.40    4980.80
   6333.00         14     696.22    5636.78      27.50     654.11    4982.67
   6334.00         14     696.36    5637.64      27.50     654.35    4983.29
   6335.00         14     696.50    5638.50      27.50     654.59    4983.91
   6335.00         14     696.50    5638.50      27.50     654.59    4983.91
   6336.00         14     696.64    5639.36      27.50     654.82    4984.54
   6336.00         14     696.64    5639.36      27.50     654.82    4984.54
   6336.00         14     696.64    5639.36      27.50     654.82    4984.54
   6337.00         14     696.78    5640.22      27.50     655.06    4985.16
   6337.00         14     696.78    5640.22      27.50     655.06    4985.16
   6337.00         14     696.78    5640.22      27.50     655.06    4985.16
   6337.00         14     696.78    5640.22      27.50     655.06    4985.16
   6337.00         14     696.78    5640.22      27.50     655.06    4985.16
   6338.00         14     696.92    5641.08      27.50     655.30    4985.78
   6340.00         14     697.20    5642.80      27.50     655.77    4987.03
   6341.00         14     697.34    5643.66      27.50     656.01    4987.65
   6341.00         14     697.34    5643.66      27.50     656.01    4987.65
   6341.00         14     697.34    5643.66      27.50     656.01    4987.65
   6342.00         14     697.48    5644.52      27.50     656.24    4988.28
   6345.00         14     697.90    5647.10      27.50     656.95    4990.15
   6345.00         14     697.90    5647.10      27.50     656.95    4990.15
   6345.00         14     697.90    5647.10      27.50     656.95    4990.15
   6348.00         14     698.32    5649.68      27.50     657.66    4992.02
   6349.00         14     698.46    5650.54      27.50     657.90    4992.64
   6350.00         14     698.60    5651.40      27.50     658.13    4993.27
   6351.00         14     698.74    5652.26      27.50     658.37    4993.89
   6351.00         14     698.74    5652.26      27.50     658.37    4993.89
   6352.00         14     698.88    5653.12      27.50     658.61    4994.51
   6352.00         14     698.88    5653.12      27.50     658.61    4994.51
   6352.00         14     698.88    5653.12      27.50     658.61    4994.51
   6353.00         14     699.02    5653.98      27.50     658.84    4995.14
   6354.00         14     699.16    5654.84      27.50     659.08    4995.76
   6354.00         14     699.16    5654.84      27.50     659.08    4995.76
   6354.00         14     699.16    5654.84      27.50     659.08    4995.76
   6354.00         14     699.16    5654.84      27.50     659.08    4995.76
   6355.00         14     699.30    5655.70      27.50     659.32    4996.38
   6357.00         14     699.58    5657.42      27.50     659.79    4997.63
   6358.00         14     699.72    5658.28      27.50     660.03    4998.25
   6358.00         14     699.72    5658.28      27.50     660.03    4998.25
   6360.00         14     700.00    5660.00      27.50     660.50    4999.50
   6360.00         14     700.00    5660.00      27.50     660.50    4999.50
   6360.00         14     700.00    5660.00      27.50     660.50    4999.50
   6360.00         14     700.00    5660.00      27.50     660.50    4999.50
   6361.00         14     700.14    5660.86      27.50     660.74    5000.12
   6362.00         14     700.28    5661.72      27.50     660.97    5000.75
   6365.00         14     700.70    5664.30      27.50     661.68    5002.62
   6366.00         14     700.84    5665.16      27.50     661.92    5003.24
   6366.00         14     700.84    5665.16      27.50     661.92    5003.24
   6367.00         14     700.98    5666.02      27.50     662.16    5003.86
   6367.00         14     700.98    5666.02      27.50     662.16    5003.86
   6368.00         14     701.12    5666.88      27.50     662.39    5004.49
   6370.00         14     701.40    5668.60      27.50     662.87    5005.73
   6370.00         14     701.40    5668.60      27.50     662.87    5005.73
   6371.00         14     701.54    5669.46      27.50     663.10    5006.36
   6373.00         14     701.82    5671.18      27.50     663.57    5007.61
   6376.00         14     702.24    5673.76      27.50     664.28    5009.48
   6379.00         14     702.66    5676.34      27.50     664.99    5011.35
   6380.00         14     702.80    5677.20      27.50     665.23    5011.97
   6380.00         14     702.80    5677.20      27.50     665.23    5011.97
   6380.00         14     702.80    5677.20      27.50     665.23    5011.97
   6381.00         14     702.94    5678.06      27.50     665.47    5012.59
   6383.00         14     703.22    5679.78      27.50     665.94    5013.84
   6384.00         14     703.36    5680.64      27.50     666.18    5014.46
   6384.00         14     703.36    5680.64      27.50     666.18    5014.46
   6384.00         14     703.36    5680.64      27.50     666.18    5014.46
   6386.00         14     703.64    5682.36      27.50     666.65    5015.71
   6388.00         14     703.92    5684.08      27.50     667.12    5016.96
   6391.00         14     704.34    5686.66      27.50     667.83    5018.83
   6392.00         14     704.48    5687.52      27.50     668.07    5019.45
   6393.00         14     704.62    5688.38      27.50     668.30    5020.08
   6393.00         14     704.62    5688.38      27.50     668.30    5020.08
   6395.00         14     704.90    5690.10      27.50     668.78    5021.32
   6395.00         14     704.90    5690.10      27.50     668.78    5021.32
   6396.00         14     705.04    5690.96      27.50     669.01    5021.95
   6397.00         14     705.18    5691.82      27.50     669.25    5022.57
   6398.00         14     705.32    5692.68      27.50     669.49    5023.19
   6398.00         14     705.32    5692.68      27.50     669.49    5023.19
   6399.00         14     705.46    5693.54      27.50     669.72    5023.82
   6400.00         14     705.60    5694.40      27.50     669.96    5024.44
   6400.00         14     705.60    5694.40      27.50     669.96    5024.44
   6400.00         14     705.60    5694.40      27.50     669.96    5024.44
   6402.00         14     705.88    5696.12      27.50     670.43    5025.69
   6404.00         14     706.16    5697.84      27.50     670.91    5026.93
   6404.00         14     706.16    5697.84      27.50     670.91    5026.93
   6406.00         14     706.44    5699.56      27.50     671.38    5028.18
   6407.00         14     706.58    5700.42      27.50     671.62    5028.80
   6408.00         14     706.72    5701.28      27.50     671.85    5029.43
   6410.00         14     707.00    5703.00      27.50     672.33    5030.67
   6410.00         14     707.00    5703.00      27.50     672.33    5030.67
   6411.00         14     707.14    5703.86      27.50     672.56    5031.30
   6411.00         14     707.14    5703.86      27.50     672.56    5031.30
   6412.00         14     707.28    5704.72      27.50     672.80    5031.92
   6413.00         14     707.42    5705.58      27.50     673.03    5032.55
   6415.00         14     707.70    5707.30      27.50     673.51    5033.79
   6416.00         14     707.84    5708.16      27.50     673.74    5034.42
   6416.00         14     707.84    5708.16      27.50     673.74    5034.42
   6417.00         14     707.98    5709.02      27.50     673.98    5035.04
   6417.00         14     707.98    5709.02      27.50     673.98    5035.04
   6417.00         14     707.98    5709.02      27.50     673.98    5035.04
   6417.00         14     707.98    5709.02      27.50     673.98    5035.04
   6418.00         14     708.12    5709.88      27.50     674.22    5035.66
   6418.00         14     708.12    5709.88      27.50     674.22    5035.66
   6419.00         14     708.26    5710.74      27.50     674.45    5036.29
   6420.00         14     708.40    5711.60      27.50     674.69    5036.91
   6421.00         14     708.54    5712.46      27.50     674.93    5037.53
   6422.00         14     708.68    5713.32      27.50     675.16    5038.16
   6422.00         14     708.68    5713.32      27.50     675.16    5038.16
   6422.00         14     708.68    5713.32      27.50     675.16    5038.16
   6423.00         14     708.82    5714.18      27.50     675.40    5038.78
   6424.00         14     708.96    5715.04      27.50     675.64    5039.40
   6424.00         14     708.96    5715.04      27.50     675.64    5039.40
   6424.00         14     708.96    5715.04      27.50     675.64    5039.40
   6425.00         14     709.10    5715.90      27.50     675.87    5040.03
   6428.00         14     709.52    5718.48      27.50     676.58    5041.90
   6428.00         14     709.52    5718.48      27.50     676.58    5041.90
   6428.00         14     709.52    5718.48      27.50     676.58    5041.90
   6429.00         14     709.66    5719.34      27.50     676.82    5042.52
   6429.00         14     709.66    5719.34      27.50     676.82    5042.52
   6431.00         14     709.94    5721.06      27.50     677.29    5043.77
   6432.00         14     710.08    5721.92      27.50     677.53    5044.39
   6433.00         14     710.22    5722.78      27.50     677.76    5045.02
   6434.00         14     710.36    5723.64      27.50     678.00    5045.64
   6435.00         14     710.50    5724.50      27.50     678.24    5046.26
   6437.00         14     710.78    5726.22      27.50     678.71    5047.51
   6440.00         14     711.20    5728.80      27.50     679.42    5049.38
   6440.00         14     711.20    5728.80      27.50     679.42    5049.38
   6442.00         14     711.48    5730.52      27.50     679.89    5050.63
   6442.00         14     711.48    5730.52      27.50     679.89    5050.63
   6444.00         14     711.76    5732.24      27.50     680.37    5051.87
   6445.00         14     711.90    5733.10      27.50     680.60    5052.50
   6445.00         14     711.90    5733.10      27.50     680.60    5052.50
   6445.00         14     711.90    5733.10      27.50     680.60    5052.50
   6445.00         14     711.90    5733.10      27.50     680.60    5052.50
   6447.00         14     712.18    5734.82      27.50     681.08    5053.74
   6447.00         14     712.18    5734.82      27.50     681.08    5053.74
   6447.00         14     712.18    5734.82      27.50     681.08    5053.74
   6448.00         14     712.32    5735.68      27.50     681.31    5054.37
   6449.00         14     712.46    5736.54      27.50     681.55    5054.99
   6449.00         14     712.46    5736.54      27.50     681.55    5054.99
   6450.00         14     712.60    5737.40      27.50     681.79    5055.61
   6451.00         14     712.74    5738.26      27.50     682.02    5056.24
   6451.00         14     712.74    5738.26      27.50     682.02    5056.24
   6454.00         14     713.16    5740.84      27.50     682.73    5058.11
   6457.00         14     713.58    5743.42      27.50     683.44    5059.98
   6457.00         14     713.58    5743.42      27.50     683.44    5059.98
   6459.00         14     713.86    5745.14      27.50     683.91    5061.23
   6459.00         14     713.86    5745.14      27.50     683.91    5061.23
   6460.00         14     714.00    5746.00      27.50     684.15    5061.85
   6462.00         14     714.28    5747.72      27.50     684.62    5063.10
   6464.00         14     714.56    5749.44      27.50     685.10    5064.34
   6465.00         14     714.70    5750.30      27.50     685.33    5064.97
   6467.00         14     714.98    5752.02      27.50     685.81    5066.21
   6468.00         14     715.12    5752.88      27.50     686.04    5066.84
   6468.00         14     715.12    5752.88      27.50     686.04    5066.84
   6469.00         14     715.26    5753.74      27.50     686.28    5067.46
   6470.00         14     715.40    5754.60      27.50     686.52    5068.08
   6470.00         14     715.40    5754.60      27.50     686.52    5068.08
   6471.00         14     715.54    5755.46      27.50     686.75    5068.71
   6471.00         14     715.54    5755.46      27.50     686.75    5068.71
   6473.00         14     715.82    5757.18      27.50     687.22    5069.96
   6474.00         14     715.96    5758.04      27.50     687.46    5070.58
   6474.00         14     715.96    5758.04      27.50     687.46    5070.58
   6475.00         14     716.10    5758.90      27.50     687.70    5071.20
   6476.00         14     716.24    5759.76      27.50     687.93    5071.83
   6478.00         14     716.52    5761.48      27.50     688.41    5073.07
   6480.00         14     716.80    5763.20      27.50     688.88    5074.32
   6480.00         14     716.80    5763.20      27.50     688.88    5074.32
   6482.00         14     717.08    5764.92      27.50     689.35    5075.57
   6482.00         14     717.08    5764.92      27.50     689.35    5075.57
   6482.00         14     717.08    5764.92      27.50     689.35    5075.57
   6483.00         14     717.22    5765.78      27.50     689.59    5076.19
   6483.00         14     717.22    5765.78      27.50     689.59    5076.19
   6484.00         14     717.36    5766.64      27.50     689.83    5076.81
   6484.00         14     717.36    5766.64      27.50     689.83    5076.81
   6484.00         14     717.36    5766.64      27.50     689.83    5076.81
   6484.00         14     717.36    5766.64      27.50     689.83    5076.81
   6485.00         14     717.50    5767.50      27.50     690.06    5077.44
   6486.00         14     717.64    5768.36      27.50     690.30    5078.06
   6487.00         14     717.78    5769.22      27.50     690.54    5078.68
   6488.00         14     717.92    5770.08      27.50     690.77    5079.31
   6488.00         14     717.92    5770.08      27.50     690.77    5079.31
   6488.00         14     717.92    5770.08      27.50     690.77    5079.31
   6489.00         14     718.06    5770.94      27.50     691.01    5079.93
   6489.00         14     718.06    5770.94      27.50     691.01    5079.93
   6490.00         14     718.20    5771.80      27.50     691.25    5080.55
   6491.00         14     718.34    5772.66      27.50     691.48    5081.18
   6491.00         14     718.34    5772.66      27.50     691.48    5081.18
   6491.00         14     718.34    5772.66      27.50     691.48    5081.18
   6491.00         14     718.34    5772.66      27.50     691.48    5081.18
   6491.00         14     718.34    5772.66      27.50     691.48    5081.18
   6493.00         14     718.62    5774.38      27.50     691.95    5082.43
   6493.00         14     718.62    5774.38      27.50     691.95    5082.43
   6494.00         14     718.76    5775.24      27.50     692.19    5083.05
   6496.00         14     719.04    5776.96      27.50     692.66    5084.30
   6497.00         14     719.18    5777.82      27.50     692.90    5084.92
   6498.00         14     719.32    5778.68      27.50     693.14    5085.54
   6498.00         14     719.32    5778.68      27.50     693.14    5085.54
   6499.00         14     719.46    5779.54      27.50     693.37    5086.17
   6499.00         14     719.46    5779.54      27.50     693.37    5086.17
   6499.00         14     719.46    5779.54      27.50     693.37    5086.17
   6500.00         14     719.60    5780.40      27.50     693.61    5086.79
   6501.00         14     719.74    5781.26      27.50     693.85    5087.41
   6501.00         14     719.74    5781.26      27.50     693.85    5087.41
   6501.00         14     719.74    5781.26      27.50     693.85    5087.41
   6501.00         14     719.74    5781.26      27.50     693.85    5087.41
   6502.00         14     719.88    5782.12      27.50     694.08    5088.04
   6502.00         14     719.88    5782.12      27.50     694.08    5088.04
   6504.00         14     720.16    5783.84      27.50     694.56    5089.28
   6506.00         14     720.44    5785.56      27.50     695.03    5090.53
   6508.00         14     720.72    5787.28      27.50     695.50    5091.78
   6510.00         14     721.00    5789.00      27.50     695.98    5093.02
   6513.00         14     721.42    5791.58      27.50     696.68    5094.90
   6514.00         14     721.56    5792.44      27.50     696.92    5095.52
   6515.00         14     721.70    5793.30      27.50     697.16    5096.14
   6516.00         14     721.84    5794.16      27.50     697.39    5096.77
   6516.00         14     721.84    5794.16      27.50     697.39    5096.77
   6518.00         14     722.12    5795.88      27.50     697.87    5098.01
   6521.00         14     722.54    5798.46      27.50     698.58    5099.88
   6521.00         14     722.54    5798.46      27.50     698.58    5099.88
   6523.00         14     722.82    5800.18      27.50     699.05    5101.13
   6525.00         14     723.10    5801.90      27.50     699.52    5102.38
   6525.00         14     723.10    5801.90      27.50     699.52    5102.38
   6525.00         14     723.10    5801.90      27.50     699.52    5102.38
   6526.00         14     723.24    5802.76      27.50     699.76    5103.00
   6529.00         14     723.66    5805.34      27.50     700.47    5104.87
   6530.00         14     723.80    5806.20      27.50     700.71    5105.49
   6531.00         14     723.94    5807.06      27.50     700.94    5106.12
   6532.00         14     724.08    5807.92      27.50     701.18    5106.74
   6532.00         14     724.08    5807.92      27.50     701.18    5106.74
   6533.00         14     724.22    5808.78      27.50     701.41    5107.37
   6534.00         14     724.36    5809.64      27.50     701.65    5107.99
   6536.00         14     724.64    5811.36      27.50     702.12    5109.24
   6537.00         14     724.78    5812.22      27.50     702.36    5109.86
   6538.00         14     724.92    5813.08      27.50     702.60    5110.48
   6538.00         14     724.92    5813.08      27.50     702.60    5110.48
   6539.00         14     725.06    5813.94      27.50     702.83    5111.11
   6540.00         14     725.20    5814.80      27.50     703.07    5111.73
   6541.00         14     725.34    5815.66      27.50     703.31    5112.35
   6542.00         14     725.48    5816.52      27.50     703.54    5112.98
   6543.00         14     725.62    5817.38      27.50     703.78    5113.60
   6543.00         14     725.62    5817.38      27.50     703.78    5113.60
   6543.00         14     725.62    5817.38      27.50     703.78    5113.60
   6544.00         14     725.76    5818.24      27.50     704.02    5114.22
   6544.00         14     725.76    5818.24      27.50     704.02    5114.22
   6544.00         14     725.76    5818.24      27.50     704.02    5114.22
   6545.00         14     725.90    5819.10      27.50     704.25    5114.85
   6547.00         14     726.18    5820.82      27.50     704.73    5116.09
   6547.00         14     726.18    5820.82      27.50     704.73    5116.09
   6550.00         14     726.60    5823.40      27.50     705.43    5117.97
   6551.00         14     726.74    5824.26      27.50     705.67    5118.59
   6551.00         14     726.74    5824.26      27.50     705.67    5118.59
   6553.00         14     727.02    5825.98      27.50     706.14    5119.84
   6553.00         14     727.02    5825.98      27.50     706.14    5119.84
   6553.00         14     727.02    5825.98      27.50     706.14    5119.84
   6554.00         14     727.16    5826.84      27.50     706.38    5120.46
   6554.00         14     727.16    5826.84      27.50     706.38    5120.46
   6556.00         14     727.44    5828.56      27.50     706.85    5121.71
   6558.00         14     727.72    5830.28      27.50     707.33    5122.95
   6558.00         14     727.72    5830.28      27.50     707.33    5122.95
   6559.00         14     727.86    5831.14      27.50     707.56    5123.58
   6561.00         14     728.14    5832.86      27.50     708.04    5124.82
   6562.00         14     728.28    5833.72      27.50     708.27    5125.45
   6562.00         14     728.28    5833.72      27.50     708.27    5125.45
   6563.00         14     728.42    5834.58      27.50     708.51    5126.07
   6564.00         14     728.56    5835.44      27.50     708.75    5126.69
   6565.00         14     728.70    5836.30      27.50     708.98    5127.32
   6566.00         14     728.84    5837.16      27.50     709.22    5127.94
   6566.00         14     728.84    5837.16      27.50     709.22    5127.94
   6566.00         14     728.84    5837.16      27.50     709.22    5127.94
   6568.00         14     729.12    5838.88      27.50     709.69    5129.19
   6569.00         14     729.26    5839.74      27.50     709.93    5129.81
   6570.00         14     729.40    5840.60      27.50     710.17    5130.43
   6570.00         14     729.40    5840.60      27.50     710.17    5130.43
   6571.00         14     729.54    5841.46      27.50     710.40    5131.06
   6571.00         14     729.54    5841.46      27.50     710.40    5131.06
   6571.00         14     729.54    5841.46      27.50     710.40    5131.06
   6572.00         14     729.68    5842.32      27.50     710.64    5131.68
   6573.00         14     729.82    5843.18      27.50     710.87    5132.31
   6574.00         14     729.96    5844.04      27.50     711.11    5132.93
   6575.00         14     730.10    5844.90      27.50     711.35    5133.55
   6577.00         14     730.38    5846.62      27.50     711.82    5134.80
   6577.00         14     730.38    5846.62      27.50     711.82    5134.80
   6578.00         14     730.52    5847.48      27.50     712.06    5135.42
   6578.00         14     730.52    5847.48      27.50     712.06    5135.42
   6580.00         14     730.80    5849.20      27.50     712.53    5136.67
   6580.00         14     730.80    5849.20      27.50     712.53    5136.67
   6581.00         14     730.94    5850.06      27.50     712.77    5137.29
   6583.00         14     731.22    5851.78      27.50     713.24    5138.54
   6583.00         14     731.22    5851.78      27.50     713.24    5138.54
   6585.00         14     731.50    5853.50      27.50     713.71    5139.79
   6586.00         14     731.64    5854.36      27.50     713.95    5140.41
   6587.00         14     731.78    5855.22      27.50     714.19    5141.03
   6587.00         14     731.78    5855.22      27.50     714.19    5141.03
   6588.00         14     731.92    5856.08      27.50     714.42    5141.66
   6590.00         14     732.20    5857.80      27.50     714.90    5142.90
   6591.00         14     732.34    5858.66      27.50     715.13    5143.53
   6595.00         14     732.90    5862.10      27.50     716.08    5146.02
   6595.00         14     732.90    5862.10      27.50     716.08    5146.02
   6598.00         14     733.32    5864.68      27.50     716.79    5147.89
   6599.00         14     733.46    5865.54      27.50     717.02    5148.52
   6599.00         14     733.46    5865.54      27.50     717.02    5148.52
   6599.00         14     733.46    5865.54      27.50     717.02    5148.52
   6600.00         14     733.60    5866.40      27.50     717.26    5149.14
   6600.00         14     733.60    5866.40      27.50     717.26    5149.14
   6601.00         14     733.74    5867.26      27.50     717.50    5149.76
   6601.00         14     733.74    5867.26      27.50     717.50    5149.76
   6603.00         14     734.02    5868.98      27.50     717.97    5151.01
   6604.00         14     734.16    5869.84      27.50     718.21    5151.63
   6605.00         14     734.30    5870.70      27.50     718.44    5152.26
   6606.00         14     734.44    5871.56      27.50     718.68    5152.88
   6607.00         14     734.58    5872.42      27.50     718.92    5153.50
   6608.00         14     734.72    5873.28      27.50     719.15    5154.13
   6608.00         14     734.72    5873.28      27.50     719.15    5154.13
   6609.00         14     734.86    5874.14      27.50     719.39    5154.75
   6609.00         14     734.86    5874.14      27.50     719.39    5154.75
   6611.00         14     735.14    5875.86      27.50     719.86    5156.00
   6612.00         14     735.28    5876.72      27.50     720.10    5156.62
   6614.00         14     735.56    5878.44      27.50     720.57    5157.87
   6616.00         14     735.84    5880.16      27.50     721.04    5159.12
   6617.00         14     735.98    5881.02      27.50     721.28    5159.74
   6617.00         14     735.98    5881.02      27.50     721.28    5159.74
   6618.00         14     736.12    5881.88      27.50     721.52    5160.36
   6619.00         14     736.26    5882.74      27.50     721.75    5160.99
   6619.00         14     736.26    5882.74      27.50     721.75    5160.99
   6620.00         14     736.40    5883.60      27.50     721.99    5161.61
   6623.00         14     736.82    5886.18      27.50     722.70    5163.48
   6623.00         14     736.82    5886.18      27.50     722.70    5163.48
   6624.00         14     736.96    5887.04      27.50     722.94    5164.10
   6624.00         14     736.96    5887.04      27.50     722.94    5164.10
   6624.00         14     736.96    5887.04      27.50     722.94    5164.10
   6625.00         14     737.10    5887.90      27.50     723.17    5164.73
   6626.00         14     737.24    5888.76      27.50     723.41    5165.35
   6626.00         14     737.24    5888.76      27.50     723.41    5165.35
   6627.00         14     737.38    5889.62      27.50     723.65    5165.97
   6627.00         14     737.38    5889.62      27.50     723.65    5165.97
   6631.00         14     737.94    5893.06      27.50     724.59    5168.47
   6634.00         14     738.36    5895.64      27.50     725.30    5170.34
   6634.00         14     738.36    5895.64      27.50     725.30    5170.34
   6636.00         14     738.64    5897.36      27.50     725.77    5171.59
   6638.00         14     738.92    5899.08      27.50     726.25    5172.83
   6638.00         14     738.92    5899.08      27.50     726.25    5172.83
   6638.00         14     738.92    5899.08      27.50     726.25    5172.83
   6639.00         14     739.06    5899.94      27.50     726.48    5173.46
   6639.00         14     739.06    5899.94      27.50     726.48    5173.46
   6642.00         14     739.48    5902.52      27.50     727.19    5175.33
   6645.00         14     739.90    5905.10      27.50     727.90    5177.20
   6646.00         14     740.04    5905.96      27.50     728.14    5177.82
   6646.00         14     740.04    5905.96      27.50     728.14    5177.82
   6647.00         14     740.18    5906.82      27.50     728.38    5178.44
   6647.00         14     740.18    5906.82      27.50     728.38    5178.44
   6648.00         14     740.32    5907.68      27.50     728.61    5179.07
   6650.00         14     740.60    5909.40      27.50     729.09    5180.31
   6650.00         14     740.60    5909.40      27.50     729.09    5180.31
   6651.00         14     740.74    5910.26      27.50     729.32    5180.94
   6651.00         14     740.74    5910.26      27.50     729.32    5180.94
   6655.00         14     741.30    5913.70      27.50     730.27    5183.43
   6655.00         14     741.30    5913.70      27.50     730.27    5183.43
   6656.00         14     741.44    5914.56      27.50     730.50    5184.06
   6657.00         14     741.58    5915.42      27.50     730.74    5184.68
   6657.00         14     741.58    5915.42      27.50     730.74    5184.68
   6658.00         14     741.72    5916.28      27.50     730.98    5185.30
   6658.00         14     741.72    5916.28      27.50     730.98    5185.30
   6661.00         14     742.14    5918.86      27.50     731.69    5187.17
   6661.00         14     742.14    5918.86      27.50     731.69    5187.17
   6661.00         14     742.14    5918.86      27.50     731.69    5187.17
   6662.00         14     742.28    5919.72      27.50     731.92    5187.80
   6662.00         14     742.28    5919.72      27.50     731.92    5187.80
   6663.00         14     742.42    5920.58      27.50     732.16    5188.42
